id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
OBL0011852,CLI0008733,PROD003,24967751.0,22365793.0,20943499.0,621272.0,2024-08-08,2027-07-24,0,2.0,A
OBL0011853,CLI0001044,PROD014,7148469.0,7131795.0,5689905.0,297158.0,2024-06-05,2026-05-26,62,,D
OBL0011854,CLI0008518,PROD008,35376213.0,33572444.0,5794873.0,2797704.0,2024-09-19,2025-09-14,0,9.0,A
OBL0011855,CLI0001168,PROD009,8082516.0,7865816.0,3323686.0,218495.0,2024-02-15,2027-01-30,11,20.0,B
OBL0011856,CLI0002430,PROD014,43023870.0,38058581.0,21152634.0,1585774.0,2024-07-08,2026-06-28,0,10.0,A
OBL0011857,CLI0006001,PROD010,20350500.0,19415158.0,8048080.0,539310.0,2024-09-14,2027-08-30,0,21.0,A
OBL0011858,CLI0006955,PROD013,31296720.0,28461305.0,7391457.0,2371775.0,2024-04-07,2025-04-02,39,8.0,C
OBL0011859,CLI0004230,PROD009,31860317.0,31541693.0,18442505.0,876158.0,2024-05-26,2027-05-11,0,14.0,A
OBL0011860,CLI0001698,PROD005,43813649.0,41345073.0,32960505.0,689085.0,2024-02-14,2029-01-18,0,12.0,A
OBL0011861,CLI0009061,PROD007,24759082.0,23141449.0,1147788.0,642818.0,2024-04-20,2027-04-05,23,34.0,B
OBL0011862,CLI0004298,PROD013,27061649.0,23359806.0,11262722.0,1946650.0,2024-12-16,2025-12-11,89,6.0,D
OBL0011863,CLI0003047,PROD005,41383129.0,36905109.0,8407124.0,615085.0,2024-02-04,2029-01-08,0,46.0,A
OBL0011864,CLI0005746,PROD006,18129882.0,17081726.0,14819009.0,355869.0,2024-09-19,2028-08-29,0,6.0,
OBL0011865,CLI0001673,PROD006,46795687.0,44893786.0,14584292.0,935287.0,2024-08-27,2028-08-06,58,32.0,C
OBL0011866,CLI0004377,PROD004,8859778.0,8840477.0,1198121.0,245569.0,2024-06-14,2027-05-30,0,31.0,A
OBL0011867,CLI0006723,PROD001,43062405.0,37756013.0,5572766.0,786584.0,2024-07-15,2028-06-24,6,40.0,B
OBL0011868,CLI0005455,PROD015,5676265.0,4932604.0,4872440.0,82210.0,2024-01-27,2028-12-31,0,,A
OBL0011869,CLI0005839,PROD012,4143590.0,3724268.0,422277.0,155178.0,2024-12-09,2026-11-29,24,21.0,B
OBL0011870,CLI0007878,PROD014,29904391.0,27684588.0,27539373.0,1153524.0,2024-02-10,2026-01-30,17,0.0,B
OBL0011871,CLI0002784,PROD013,41644323.0,37395125.0,27822441.0,3116260.0,2024-07-24,2025-07-19,76,3.0,D
OBL0011872,CLI0000005,PROD002,45450040.0,43421658.0,32937969.0,723694.0,2024-11-01,2029-10-06,0,14.0,A
OBL0011873,CLI0008203,PROD010,38772171.0,36842142.0,17637625.0,1023393.0,2024-09-07,2027-08-23,8,18.0,B
OBL0011874,CLI0005073,PROD013,4625449.0,4507549.0,1376842.0,375629.0,2024-02-07,2025-02-01,24,,B
OBL0011875,CLI0004599,PROD008,46357804.0,45561126.0,35127084.0,3796760.0,2024-04-03,2025-03-29,0,2.0,A
OBL0011876,CLI0006033,PROD010,44750164.0,40867552.0,30589615.0,1135210.0,2024-07-02,2027-06-17,82,9.0,D
OBL0011877,CLI0000455,PROD015,3540443.0,3538030.0,2982322.0,58967.0,2024-07-17,2029-06-21,26,9.0,B
OBL0011878,CLI0001602,PROD011,46011230.0,44783124.0,22742263.0,1865964.0,2024-08-28,2026-08-18,0,11.0,A
OBL0011879,CLI0005676,PROD004,26943315.0,25569547.0,25357905.0,710265.0,2024-11-15,2027-10-31,168,0.0,E
OBL0011880,CLI0007109,PROD013,3513190.0,3511813.0,1936320.0,292651.0,2024-04-02,2025-03-28,0,5.0,A
OBL0011881,CLI0000047,PROD003,44920588.0,42766654.0,19784973.0,1187963.0,2024-01-16,2026-12-31,0,19.0,A
OBL0011882,CLI0005910,PROD008,4548706.0,4421657.0,4226428.0,368471.0,2024-09-01,2025-08-27,130,0.0,E
OBL0011883,CLI0005897,PROD009,10570382.0,9395509.0,340021.0,260986.0,2024-09-14,2027-08-30,0,34.0,A
OBL0011884,CLI0002158,PROD002,39089279.0,36787197.0,14783718.0,613120.0,2024-03-11,2029-02-13,0,35.0,A
OBL0011885,CLI0002722,PROD005,7819293.0,7140925.0,1043322.0,119015.0,2024-04-02,2029-03-07,0,51.0,A
OBL0011886,CLI0003838,PROD007,5728527.0,5638252.0,2959510.0,156618.0,2024-03-18,2027-03-03,0,17.0,A
OBL0011887,CLI0000419,PROD008,37597017.0,35542507.0,32925115.0,2961876.0,2024-01-26,2025-01-20,0,0.0,A
OBL0011888,CLI0007432,PROD004,40945879.0,35522829.0,11379220.0,986745.0,2024-05-10,2027-04-25,45,,C
OBL0011889,CLI0006908,PROD005,49870393.0,44424343.0,37646581.0,740406.0,2024-03-06,2029-02-08,0,9.0,A
OBL0011890,CLI0004494,PROD008,36593591.0,32674112.0,252023.0,2722843.0,2024-02-16,2025-02-10,0,11.0,A
OBL0011891,CLI0005064,PROD003,40377696.0,36159541.0,24244569.0,1004432.0,2024-10-15,2027-09-30,35,11.0,
OBL0011892,CLI0006570,PROD010,11376916.0,11268654.0,7923957.0,313018.0,2024-11-17,2027-11-02,0,10.0,A
OBL0011893,CLI0002484,PROD002,8201183.0,7803492.0,1846262.0,130058.0,2024-08-11,2029-07-16,0,45.0,A
OBL0011894,CLI0002903,PROD010,22880058.0,22618991.0,3774175.0,628305.0,2024-02-17,2027-02-01,0,29.0,A
OBL0011895,CLI0005729,PROD012,45568776.0,44571246.0,31072543.0,1857135.0,2024-10-22,2026-10-12,233,7.0,E
OBL0011896,CLI0001330,PROD011,10608536.0,10274815.0,9307696.0,428117.0,2024-12-21,2026-12-11,0,2.0,A
OBL0011897,CLI0009509,PROD009,24961297.0,23708729.0,8231369.0,658576.0,2024-06-18,2027-06-03,0,23.0,A
OBL0011898,CLI0004904,PROD002,14090326.0,13099067.0,2565952.0,218318.0,2024-08-17,2029-07-22,7,48.0,B
OBL0011899,CLI0004450,PROD013,8073528.0,7734164.0,6115834.0,644514.0,2024-10-20,2025-10-15,57,2.0,C
OBL0011900,CLI0002659,PROD011,26997968.0,26554319.0,14788335.0,1106430.0,2024-05-24,2026-05-14,0,10.0,A
OBL0011901,CLI0000332,PROD010,15202189.0,13041783.0,9477616.0,362272.0,2024-07-29,2027-07-14,4,9.0,
OBL0011902,CLI0005569,PROD004,37341835.0,36331193.0,15102934.0,1009200.0,2024-04-10,2027-03-26,13,21.0,B
OBL0011903,CLI0002462,PROD015,38282797.0,32579323.0,6667292.0,542989.0,2024-12-13,2029-11-17,0,47.0,A
OBL0011904,CLI0006097,PROD009,14160640.0,13961304.0,2898298.0,387814.0,2024-09-17,2027-09-02,0,28.0,A
OBL0011905,CLI0002400,PROD013,10496051.0,10176960.0,5854147.0,848080.0,2024-03-18,2025-03-13,10,5.0,B
OBL0011906,CLI0000559,PROD009,2767352.0,2597584.0,1721562.0,72155.0,2024-12-09,2027-11-24,0,12.0,A
OBL0011907,CLI0007330,PROD012,1494270.0,1407234.0,1095489.0,58635.0,2024-02-08,2026-01-28,103,5.0,E
OBL0011908,CLI0001350,PROD012,30967372.0,28349446.0,17089938.0,1181227.0,2024-02-09,2026-01-29,0,9.0,A
OBL0011909,CLI0000947,PROD006,31997212.0,30486484.0,3068148.0,635135.0,2024-06-24,2028-06-03,0,43.0,A
OBL0011910,CLI0004258,PROD013,36153294.0,33196230.0,21563808.0,2766352.0,2024-04-14,2025-04-09,39,4.0,C
OBL0011911,CLI0001891,PROD011,24770687.0,21328833.0,5162323.0,888701.0,2024-01-27,2026-01-16,95,18.0,E
OBL0011912,CLI0005412,PROD010,23122246.0,22065176.0,5901336.0,612922.0,2024-04-19,2027-04-04,36,26.0,C
OBL0011913,CLI0007577,PROD014,25754827.0,24160370.0,4181290.0,1006682.0,2024-07-21,2026-07-11,290,19.0,E
OBL0011914,CLI0001934,PROD010,5991220.0,5659250.0,5623397.0,157201.0,2024-02-26,2027-02-10,0,0.0,A
OBL0011915,CLI0004761,PROD008,2158823.0,1892342.0,233116.0,157695.0,2024-03-06,2025-03-01,0,10.0,A
OBL0011916,CLI0007617,PROD008,40867789.0,38629901.0,11608039.0,3219158.0,2024-07-24,2025-07-19,0,8.0,A
OBL0011917,CLI0002336,PROD014,16390938.0,15567483.0,6411948.0,648645.0,2024-06-23,2026-06-13,0,14.0,A
OBL0011918,CLI0008390,PROD011,4726855.0,4413545.0,925714.0,183898.0,2024-02-25,2026-02-14,70,18.0,D
OBL0011919,CLI0003259,PROD012,30510318.0,27088357.0,371605.0,1128682.0,2024-04-15,2026-04-05,0,23.0,A
OBL0011920,CLI0004895,PROD015,15627708.0,13403297.0,6704441.0,223388.0,2024-05-13,2029-04-17,39,29.0,
OBL0011921,CLI0005509,PROD014,8978870.0,7819608.0,838444.0,325817.0,2024-06-04,2026-05-25,1,21.0,B
OBL0011922,CLI0001030,PROD013,28315939.0,24187810.0,6268588.0,2015651.0,2024-08-22,2025-08-17,39,8.0,C
OBL0011923,CLI0008539,PROD010,8816270.0,8293698.0,1145415.0,230380.0,2024-05-11,2027-04-26,36,31.0,C
OBL0011924,CLI0008399,PROD006,18663795.0,18444610.0,1593534.0,384263.0,2024-02-07,2028-01-17,9,43.0,B
OBL0011925,CLI0005465,PROD007,32673218.0,32480235.0,27494170.0,902229.0,2024-01-29,2027-01-13,9,5.0,B
OBL0011926,CLI0006356,PROD006,6075864.0,5637472.0,1190585.0,117447.0,2024-12-11,2028-11-20,0,37.0,A
OBL0011927,CLI0006947,PROD003,36481251.0,34021075.0,22557706.0,945030.0,2024-07-01,2027-06-16,0,,A
OBL0011928,CLI0005017,PROD001,36466322.0,35316052.0,26592496.0,735751.0,2024-12-30,2028-12-09,0,11.0,A
OBL0011929,CLI0007485,PROD011,21596725.0,18372633.0,6203712.0,765526.0,2024-10-12,2026-10-02,0,15.0,A
OBL0011930,CLI0005853,PROD005,41063251.0,35020704.0,7351696.0,583678.0,2024-11-23,2029-10-28,24,,B
OBL0011931,CLI0006195,PROD003,49370595.0,45362779.0,12332018.0,1260077.0,2024-04-02,2027-03-18,0,26.0,A
OBL0011932,CLI0008860,PROD008,33641667.0,30608366.0,17179602.0,2550697.0,2024-07-06,2025-07-01,0,5.0,A
OBL0011933,CLI0009324,PROD009,11092264.0,10142936.0,9504569.0,281748.0,2024-11-19,2027-11-04,0,2.0,A
OBL0011934,CLI0006719,PROD006,2988974.0,2940730.0,2654223.0,61265.0,2024-09-12,2028-08-22,0,4.0,A
OBL0011935,CLI0001047,PROD001,43683597.0,43628488.0,12492006.0,908927.0,2024-12-15,2028-11-24,0,34.0,A
OBL0011936,CLI0009531,PROD013,14222582.0,12410739.0,2558043.0,1034228.0,2024-01-14,2025-01-08,1,9.0,B
OBL0011937,CLI0000756,PROD011,9013292.0,8776455.0,874305.0,365686.0,2024-04-07,2026-03-28,0,21.0,A
OBL0011938,CLI0002480,PROD004,29874402.0,27663913.0,16593933.0,768442.0,2024-06-25,2027-06-10,2,14.0,B
OBL0011939,CLI0001682,PROD005,34460787.0,32849088.0,5731504.0,547485.0,2024-11-29,2029-11-03,26,49.0,B
OBL0011940,CLI0002826,PROD003,14962935.0,13063416.0,4768751.0,362873.0,2024-09-18,2027-09-03,28,22.0,B
OBL0011941,CLI0007226,PROD005,48912767.0,45482850.0,7184508.0,758048.0,2024-04-27,2029-04-01,20,50.0,B
OBL0011942,CLI0007797,PROD006,3128245.0,2663476.0,2175187.0,55489.0,2024-01-23,2028-01-02,57,8.0,C
OBL0011943,CLI0004715,PROD012,20509782.0,18407390.0,5794744.0,766975.0,2024-04-16,2026-04-06,0,16.0,A
OBL0011944,CLI0009915,PROD004,24901538.0,23304459.0,17853793.0,647346.0,2024-11-21,2027-11-06,0,8.0,A
OBL0011945,CLI0005025,PROD011,19822747.0,17571060.0,11671833.0,732128.0,2024-08-15,2026-08-05,0,8.0,A
OBL0011946,CLI0000593,PROD004,9276398.0,8632768.0,7922416.0,239799.0,2024-06-01,2027-05-17,0,2.0,A
OBL0011947,CLI0003958,PROD007,35095163.0,31038928.0,10068543.0,862192.0,2024-02-28,2027-02-12,0,24.0,A
OBL0011948,CLI0006956,PROD011,21517297.0,20982562.0,15866103.0,874273.0,2024-12-07,2026-11-27,52,5.0,C
OBL0011949,CLI0009488,PROD015,13712540.0,12839263.0,10829896.0,213988.0,2024-11-13,2029-10-18,0,9.0,A
OBL0011950,CLI0008332,PROD015,6470593.0,6131841.0,2548004.0,102197.0,2024-02-24,2029-01-28,0,35.0,A
OBL0011951,CLI0005777,PROD011,36916875.0,33749232.0,1441699.0,1406218.0,2024-06-19,2026-06-09,0,22.0,A
OBL0011952,CLI0000071,PROD003,44949129.0,40212036.0,25532565.0,1117001.0,2024-03-20,2027-03-05,55,13.0,C
OBL0011953,CLI0000851,PROD003,24440352.0,23224435.0,18416608.0,645123.0,2024-09-05,2027-08-21,0,7.0,A
OBL0011954,CLI0008248,PROD014,42914422.0,40514551.0,29769741.0,1688106.0,2024-05-05,2026-04-25,59,6.0,C
OBL0011955,CLI0003022,PROD011,42721734.0,40783843.0,1064411.0,1699327.0,2024-12-22,2026-12-12,0,23.0,A
OBL0011956,CLI0005638,PROD011,17938156.0,15555037.0,12478294.0,648127.0,2024-10-27,2026-10-17,0,4.0,A
OBL0011957,CLI0003127,PROD015,49087305.0,48880732.0,294618.0,814679.0,2024-03-08,2029-02-10,64,59.0,D
OBL0011958,CLI0003606,PROD010,20486858.0,19055924.0,14077556.0,529331.0,2024-10-31,2027-10-16,74,9.0,D
OBL0011959,CLI0004503,PROD006,19463349.0,18155454.0,6674124.0,378239.0,2024-06-24,2028-06-03,31,30.0,C
OBL0011960,CLI0006589,PROD012,9068420.0,8357655.0,3270560.0,348236.0,2024-07-03,2026-06-23,0,14.0,A
OBL0011961,CLI0004031,PROD002,26428568.0,25977368.0,21368364.0,432956.0,2024-01-15,2028-12-19,0,10.0,A
OBL0011962,CLI0006349,PROD002,6636600.0,6120316.0,1223375.0,102005.0,2024-05-31,2029-05-05,14,48.0,B
OBL0011963,CLI0004184,PROD006,45001901.0,43818325.0,33066521.0,912882.0,2024-10-02,2028-09-11,0,11.0,A
OBL0011964,CLI0004007,PROD014,18777489.0,16067586.0,12827472.0,669483.0,2024-08-08,2026-07-29,45,4.0,C
OBL0011965,CLI0006888,PROD001,29094258.0,24810304.0,11203439.0,516881.0,2024-06-29,2028-06-08,0,26.0,A
OBL0011966,CLI0002334,PROD008,28063079.0,27405361.0,7596705.0,2283780.0,2024-11-11,2025-11-06,0,8.0,A
OBL0011967,CLI0007941,PROD014,2389596.0,2047113.0,1128085.0,85296.0,2024-06-14,2026-06-04,0,10.0,A
OBL0011968,CLI0006196,PROD002,39076497.0,33254803.0,23716292.0,554247.0,2024-09-28,2029-09-02,53,17.0,C
OBL0011969,CLI0003778,PROD008,18223178.0,16583146.0,11951637.0,1381929.0,2024-05-24,2025-05-19,0,3.0,A
OBL0011970,CLI0003018,PROD003,46323326.0,42602852.0,3813990.0,1183413.0,2024-12-20,2027-12-05,0,32.0,A
OBL0011971,CLI0009197,PROD003,7389251.0,6407944.0,979331.0,177998.0,2024-06-01,2027-05-17,0,30.0,
OBL0011972,CLI0009289,PROD012,32723831.0,28866753.0,24441764.0,1202781.0,2024-01-07,2025-12-27,0,3.0,A
OBL0011973,CLI0005710,PROD001,45729899.0,44826481.0,38857188.0,933885.0,2024-01-02,2027-12-12,0,6.0,A
OBL0011974,CLI0004571,PROD008,29972584.0,28379021.0,23397145.0,2364918.0,2024-10-17,2025-10-12,15,2.0,B
OBL0011975,CLI0000844,PROD010,13674371.0,13416604.0,3512586.0,372683.0,2024-02-12,2027-01-27,0,26.0,A
OBL0011976,CLI0004426,PROD002,27688830.0,26255555.0,20714128.0,437593.0,2024-02-08,2029-01-12,0,12.0,A
OBL0011977,CLI0002077,PROD015,18508663.0,17287872.0,1476628.0,288131.0,2024-01-15,2028-12-19,0,54.0,A
OBL0011978,CLI0007297,PROD006,28958168.0,24669025.0,20684846.0,513938.0,2024-03-16,2028-02-24,12,7.0,B
OBL0011979,CLI0009031,PROD006,37808982.0,32752177.0,30237712.0,682337.0,2024-05-29,2028-05-08,14,3.0,B
OBL0011980,CLI0003430,PROD011,33896915.0,29987861.0,16100534.0,1249494.0,2024-10-28,2026-10-18,0,11.0,A
OBL0011981,CLI0007260,PROD009,2631082.0,2377732.0,2267265.0,66048.0,2024-05-05,2027-04-20,5,1.0,B
OBL0011982,CLI0000822,PROD013,11669780.0,10355100.0,4496439.0,862925.0,2024-07-16,2025-07-11,108,6.0,E
OBL0011983,CLI0006536,PROD001,27220621.0,25505182.0,11831622.0,531358.0,2024-11-04,2028-10-14,0,25.0,A
OBL0011984,CLI0006699,PROD001,24132344.0,22709778.0,10953748.0,473120.0,2024-10-10,2028-09-19,66,24.0,D
OBL0011985,CLI0002349,PROD010,49440769.0,43703900.0,37699750.0,1213997.0,2024-12-07,2027-11-22,0,4.0,A
OBL0011986,CLI0007258,PROD006,45100752.0,41987122.0,9907703.0,874732.0,2024-09-17,2028-08-27,0,36.0,A
OBL0011987,CLI0003337,PROD009,38810738.0,33108111.0,23212283.0,919670.0,2024-11-30,2027-11-15,43,10.0,C
OBL0011988,CLI0004788,PROD010,16156466.0,15931676.0,745325.0,442547.0,2024-07-28,2027-07-13,48,34.0,C
OBL0011989,CLI0006018,PROD009,11220763.0,11017190.0,5339272.0,306033.0,2024-03-19,2027-03-04,0,18.0,A
OBL0011990,CLI0004988,PROD003,47613687.0,41045305.0,32994520.0,1140147.0,2024-02-10,2027-01-25,0,7.0,A
OBL0011991,CLI0007419,PROD015,42153734.0,39178273.0,30518755.0,652971.0,2024-02-18,2029-01-22,0,13.0,A
OBL0011992,CLI0006866,PROD012,6172823.0,5597329.0,3261481.0,233222.0,2024-04-02,2026-03-23,0,10.0,A
OBL0011993,CLI0008231,PROD001,39864011.0,38889196.0,12832021.0,810192.0,2024-02-14,2028-01-24,28,,B
OBL0011994,CLI0007904,PROD014,41440533.0,39050593.0,30308564.0,1627108.0,2024-11-07,2026-10-28,0,5.0,A
OBL0011995,CLI0009765,PROD001,22349572.0,22181336.0,3908817.0,462111.0,2024-08-19,2028-07-29,0,39.0,A
OBL0011996,CLI0002571,PROD004,21269557.0,20608641.0,16097819.0,572462.0,2024-01-06,2026-12-21,0,7.0,A
OBL0011997,CLI0001614,PROD005,47733876.0,41505816.0,31582022.0,691764.0,2024-09-02,2029-08-07,35,14.0,C
OBL0011998,CLI0007710,PROD006,7483733.0,6421607.0,3772083.0,133783.0,2024-04-15,2028-03-25,0,19.0,A
OBL0011999,CLI0002657,PROD012,3838234.0,3716137.0,2938364.0,154839.0,2024-01-18,2026-01-07,0,5.0,A
OBL0012000,CLI0001973,PROD011,26697663.0,25670589.0,20638691.0,1069608.0,2024-12-28,2026-12-18,61,4.0,D
OBL0012001,CLI0008003,PROD010,8932546.0,8457529.0,3740040.0,234931.0,2024-08-07,2027-07-23,0,20.0,A
OBL0012002,CLI0000644,PROD001,38876964.0,38395039.0,25612579.0,799897.0,2024-12-28,2028-12-07,0,15.0,A
OBL0012003,CLI0007786,PROD009,10250832.0,9846295.0,8380497.0,273508.0,2024-07-04,2027-06-19,0,5.0,A
OBL0012004,CLI0007342,PROD007,18376638.0,17173784.0,14158607.0,477050.0,2024-01-23,2027-01-07,0,6.0,A
OBL0012005,CLI0006844,PROD015,15546476.0,15207509.0,1866931.0,253458.0,2024-08-31,2029-08-05,6,52.0,B
OBL0012006,CLI0000856,PROD004,34126568.0,32448242.0,10834230.0,901340.0,2024-05-03,2027-04-18,0,23.0,A
OBL0012007,CLI0000457,PROD004,16799234.0,15048097.0,8269400.0,418003.0,2024-03-28,2027-03-13,19,16.0,B
OBL0012008,CLI0003692,PROD010,10436291.0,9044133.0,929307.0,251226.0,2024-08-22,2027-08-07,0,32.0,A
OBL0012009,CLI0001683,PROD005,40336294.0,38803614.0,26794202.0,646727.0,2024-03-19,2029-02-21,34,18.0,C
OBL0012010,CLI0008560,PROD011,18321754.0,15746714.0,5609730.0,656113.0,2024-08-12,2026-08-02,19,15.0,B
OBL0012011,CLI0002492,PROD010,26722671.0,23283736.0,6851166.0,646770.0,2024-04-05,2027-03-21,22,25.0,B
OBL0012012,CLI0006116,PROD009,42659307.0,41358615.0,35952782.0,1148850.0,2024-07-17,2027-07-02,89,4.0,D
OBL0012013,CLI0009944,PROD011,40746198.0,40532720.0,1040840.0,1688863.0,2024-06-20,2026-06-10,0,23.0,A
OBL0012014,CLI0002555,PROD002,40390603.0,38270307.0,5831970.0,637838.0,2024-03-22,2029-02-24,0,50.0,A
OBL0012015,CLI0003523,PROD003,32691667.0,29982158.0,19883798.0,832838.0,2024-02-14,2027-01-29,20,12.0,B
OBL0012016,CLI0000826,PROD006,3998603.0,3828257.0,1279315.0,79755.0,2024-06-24,2028-06-03,0,31.0,A
OBL0012017,CLI0006686,PROD009,32295592.0,29532495.0,22086272.0,820347.0,2024-09-01,2027-08-17,0,9.0,A
OBL0012018,CLI0004168,PROD009,48166309.0,42137665.0,3232344.0,1170491.0,2024-02-28,2027-02-12,0,33.0,A
OBL0012019,CLI0002859,PROD001,13996714.0,13446182.0,6039452.0,280129.0,2024-06-08,2028-05-18,230,26.0,E
OBL0012020,CLI0008623,PROD013,32723387.0,32472004.0,6451765.0,2706000.0,2024-02-21,2025-02-15,0,9.0,A
OBL0012021,CLI0007683,PROD004,49180054.0,48849724.0,43577337.0,1356937.0,2024-02-06,2027-01-21,36,3.0,C
OBL0012022,CLI0000210,PROD009,20656844.0,20506863.0,6150225.0,569635.0,2024-04-18,2027-04-03,144,,E
OBL0012023,CLI0008666,PROD015,39424756.0,34806912.0,20307273.0,580115.0,2024-08-30,2029-08-04,68,24.0,D
OBL0012024,CLI0008787,PROD001,28309881.0,25396885.0,18263923.0,529102.0,2024-04-05,2028-03-15,4,13.0,B
OBL0012025,CLI0006277,PROD004,4189438.0,3846249.0,3509846.0,106840.0,2024-08-20,2027-08-05,0,3.0,
OBL0012026,CLI0004587,PROD006,11516374.0,10920508.0,7173281.0,227511.0,2024-12-04,2028-11-13,0,16.0,A
OBL0012027,CLI0009023,PROD004,9969856.0,9019504.0,1236965.0,250542.0,2024-05-16,2027-05-01,9,31.0,B
OBL0012028,CLI0007353,PROD007,46575870.0,43459901.0,30059161.0,1207219.0,2024-03-29,2027-03-14,0,11.0,A
OBL0012029,CLI0006010,PROD008,31593231.0,29039972.0,6044557.0,2419998.0,2024-09-05,2025-08-31,0,9.0,A
OBL0012030,CLI0008537,PROD008,5467775.0,4994027.0,926673.0,416169.0,2024-05-13,2025-05-08,0,9.0,A
OBL0012031,CLI0004812,PROD002,33344091.0,32416908.0,5189763.0,540282.0,2024-09-03,2029-08-08,0,50.0,A
OBL0012032,CLI0008529,PROD012,28756265.0,27138990.0,21233484.0,1130791.0,2024-09-23,2026-09-13,0,5.0,A
OBL0012033,CLI0008474,PROD012,34159848.0,30669268.0,4704475.0,1277886.0,2024-10-14,2026-10-04,67,20.0,D
OBL0012034,CLI0001684,PROD005,22005047.0,20108708.0,4954054.0,335145.0,2024-11-02,2029-10-07,0,45.0,A
OBL0012035,CLI0000200,PROD007,48688817.0,48049865.0,17797423.0,1334718.0,2024-09-23,2027-09-08,0,22.0,A
OBL0012036,CLI0007843,PROD005,16734319.0,14959365.0,10626585.0,249323.0,2024-09-21,2029-08-26,71,17.0,D
OBL0012037,CLI0009346,PROD005,13810415.0,13676757.0,3150841.0,227946.0,2024-12-20,2029-11-24,0,46.0,A
OBL0012038,CLI0002490,PROD004,3261744.0,3166357.0,3074220.0,87954.0,2024-06-12,2027-05-28,26,1.0,B
OBL0012039,CLI0007479,PROD003,21335026.0,18826034.0,4066148.0,522945.0,2024-02-26,2027-02-10,27,28.0,B
OBL0012040,CLI0007566,PROD003,30986253.0,27297976.0,3017605.0,758277.0,2024-03-21,2027-03-06,9,32.0,B
OBL0012041,CLI0008872,PROD005,10433125.0,8909478.0,6150358.0,148491.0,2024-05-25,2029-04-29,0,18.0,A
OBL0012042,CLI0002799,PROD007,21201146.0,19050445.0,3833574.0,529179.0,2024-11-10,2027-10-26,0,28.0,A
OBL0012043,CLI0002761,PROD012,48863746.0,42458445.0,31872791.0,1769102.0,2024-11-06,2026-10-27,21,5.0,B
OBL0012044,CLI0003817,PROD007,32864097.0,29278915.0,19751406.0,813303.0,2024-04-29,2027-04-14,0,11.0,A
OBL0012045,CLI0006441,PROD002,34668813.0,30011806.0,10451557.0,500197.0,2024-03-26,2029-02-28,0,39.0,A
OBL0012046,CLI0002529,PROD012,22575817.0,21681864.0,15573859.0,903411.0,2024-08-27,2026-08-17,0,6.0,A
OBL0012047,CLI0006023,PROD007,22026856.0,21545609.0,10940329.0,598489.0,2024-02-13,2027-01-28,1,17.0,B
OBL0012048,CLI0008062,PROD004,13554655.0,13514292.0,8975878.0,375397.0,2024-09-22,2027-09-07,0,12.0,A
OBL0012049,CLI0009538,PROD001,44748922.0,43600196.0,27921696.0,908337.0,2024-07-01,2028-06-10,35,17.0,C
OBL0012050,CLI0006490,PROD001,28490073.0,24863103.0,20429634.0,517981.0,2024-08-24,2028-08-03,0,8.0,A
OBL0012051,CLI0000073,PROD014,48106803.0,46586072.0,39746116.0,1941086.0,2024-07-25,2026-07-15,0,3.0,A
OBL0012052,CLI0005087,PROD005,8013321.0,7247072.0,546111.0,120785.0,2024-02-08,2029-01-12,24,55.0,B
OBL0012053,CLI0007125,PROD002,24691232.0,24577334.0,7028838.0,409622.0,2024-11-20,2029-10-25,0,42.0,A
OBL0012054,CLI0009119,PROD005,29722918.0,27849226.0,11535102.0,464154.0,2024-04-24,2029-03-29,285,35.0,E
OBL0012055,CLI0001931,PROD015,28289522.0,26800340.0,7650414.0,446672.0,2024-08-12,2029-07-17,15,42.0,B
OBL0012056,CLI0002858,PROD011,9087197.0,7726193.0,6316509.0,321925.0,2024-12-29,2026-12-19,0,4.0,A
OBL0012057,CLI0007784,PROD013,3254838.0,2978134.0,110808.0,248178.0,2024-06-13,2025-06-08,81,11.0,D
OBL0012058,CLI0003422,PROD001,37404681.0,33725771.0,28940998.0,702620.0,2024-10-17,2028-09-26,0,6.0,A
OBL0012059,CLI0004433,PROD009,7603854.0,7264315.0,4276399.0,201787.0,2024-04-28,2027-04-13,0,,
OBL0012060,CLI0000509,PROD004,15923025.0,15005131.0,8119119.0,416809.0,2024-03-15,2027-02-28,12,16.0,B
OBL0012061,CLI0002478,PROD009,48583579.0,48172960.0,39379290.0,1338138.0,2024-12-29,2027-12-14,0,6.0,A
OBL0012062,CLI0007639,PROD013,32663710.0,30596819.0,23783862.0,2549735.0,2024-09-23,2025-09-18,0,2.0,A
OBL0012063,CLI0004313,PROD001,37866485.0,36990596.0,3158992.0,770637.0,2024-02-28,2028-02-07,0,43.0,
OBL0012064,CLI0007301,PROD009,26927190.0,22893499.0,22455597.0,635931.0,2024-09-04,2027-08-20,0,0.0,
OBL0012065,CLI0003022,PROD014,48972405.0,48367307.0,7889327.0,2015304.0,2024-06-30,2026-06-20,0,20.0,A
OBL0012066,CLI0007101,PROD007,28711056.0,27842775.0,23442050.0,773410.0,2024-07-01,2027-06-16,84,5.0,D
OBL0012067,CLI0007628,PROD004,37537402.0,32972223.0,29553635.0,915895.0,2024-03-12,2027-02-25,51,3.0,C
OBL0012068,CLI0005865,PROD003,658951.0,565023.0,359207.0,15695.0,2024-12-25,2027-12-10,0,13.0,A
